Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,source,saved_path,detail_specs_html_path
"Laptop Acer Gaming Nitro V 15 ProPanel ANV15-41-R9M1 NH.QPFSV.00 | Ryzen 5-7535HS, 16GB, 512GB, RTX 3050 6GB, 15.6'' FHD IPS 180Hz 100% sRGB",acer,AMD,ryzen 5,5,4.55,16,DDR5,4800,512,15.6,1920 x 1080,180,NVIDIA,2.1,57 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r9m1-nh.qpfsv.00-ryzen-5-7535hs-16gb-512gb-rtx-3050-6gb-15.6-fhd-ips-180hz-100-srgb.html,az,,
"Asus Vivobook 14 X1404VA-I512256| Core i5-1334U, 12GB, 256GB, Intel UHD Graphics, 14 icnh FHD",asus,Intel,i5-1334u,13,1.3,12,DDR4,3200,256,,1920 x 1080,60,Intel,1.40,42 Wh,23990000,https://laptopaz.vn/asus-vivobook-14-x1404va-i512256-core-i5-1334u-12gb-256gb-intel-uhd-graphics-14-icnh-fhd.html,az,,
"Dell Pro 14 PC14250 | Core 5 120U, 8GB, 512GB, Intel Graphics, 14 icnh FHD+",dell,Intel,,,1.4,8,DDR5,5600,512,14,1920 x 1200,60,Intel,1.36,45 Wh,18990000,https://laptopaz.vn/dell-pro-14-pc14250-core-5-120u-8gb-512gb-intel-graphics-14-icnh-fhd.html,az,,
"Acer Nitro V 15 ProPanel ANV15-52-72BM | Core i7-13620H, 16GB, 512GB, RTX 5050 8GB, 15.6'' FHD IPS 180Hz",acer,Intel,i7-13620h,13,2.40,16,DDR4,3200,2000,15.6,1920 x 1080,180,NVIDIA,2.1,57 Wh,52490000,https://laptopaz.vn/acer-nitro-v-15-propanel-anv15-52-72bm-core-i7-13620h-16gb-512gb-rtx-5050-8gb-15.6-fhd-ips-180hz.html,az,,
"Dell Inspiron 14 5440 NKFV | Core i5-1334U, 8GB, 512GB, 14'' FHD+",dell,Intel,i5-1334u,13,4.60,8,DDR5,4400,512,14.0,1920 x 1200,,Intel,1.69,41 Wh,18990000,https://laptopaz.vn/new-100-dell-inspiron-14-5440-nkfv-core-i5-1334u-8gb-512gb-14quot-fhd.html,az,,
"Acer Nitro Lite 16 NL16-71G-56WQ NH.D59SV.001 | Core i5-13420H, 16GB, 512GB, RTX 3050 6GB, 16'' FHD IPS 165Hz",acer,Intel,i5-13420h,13,2.10,16,DDR5,4800,2000,16,1920 x 1200,165,NVIDIA,1.95,53 Wh,52490000,https://laptopaz.vn/new-100-acer-nitro-lite-nl16-71g-56wq-core-i5-13420h-16gb-512gb-rtx-3050-6gb-16quot-fhd-ips-165hz.html,az,,
Dell Inspiron 14 5445 2024 giá tốt nhất thị trường - LaptopAZ.vn,dell,AMD,,,,16,DDR5,,512,14.0,2240 x 1400,,AMD,1.54,41 Wh,20390000,https://laptopaz.vn/new-100-dell-inspiron-14-5445-2024-ryzen-7-8840hs-16gb-512gb-14quot-2k.html,az,,
"Lenovo IdeaPad Slim 3 16ARP10 83K80016VN | Ryzen 5-7533HS, 16GB, 512GB, AMD Radeon 660M, 16inch WUXGA",lenovo,AMD,ryzen 5,5,3.3,16,DDR5,4800,512,16,1920 x 1200,60,AMD,1.73,60 Wh,28990000,https://laptopaz.vn/lenovo-ideapad-slim-3-16arp10-83k80016vn-ryzen-5-7533hs-16gb-512gb-amd-radeon-660m-16inch-wuxga.html,az,,
"Lenovo LOQ 15IRX10 83JE01AGVN | Core i7-13645HX, 16GB, 512GB, RTX 5050 8GB, 15.6 inch FHD 144Hz",lenovo,Intel,i7-13645hx,13,2.60,,,,512,15.6,1920 x 1080,144,NVIDIA,2.4,60 Wh,35790000,https://laptopaz.vn/lenovo-loq-15irx10-83je01agvn-core-i7-13645hx-16gb-512gb-rtx-5050-8gb-15.6-inch-fhd-144hz.html,az,,
"Laptop ASUS Zenbook 14 UX3405CA-ST629W | Ultra 7 255H, 32GB, 512GB, Intel Arc Graphics, 14.0inch 3K OLED, Win 11",asus,Intel,,7,2.00,32,LPDDR5,,512,14.0,2880 x 1800,120,Intel,1.2,75 Wh,48990000,https://laptopaz.vn/laptop-asus-zenbook-14-ux3405ca-st629w-ultra-7-255h-32gb-512gb-intel-arc-graphics-14.0inch-3k-oled-win-11.html,az,,
"Laptop HP VICTUS 15-fb3116AX BX8U4PA | Ryzen 7 7445H, 16GB, 512GB, RTX 3050, 15.6 inch FHD 144Hz Win 11",hp,AMD,ryzen 7,7,4.7,16,DDR5,,512,15.6,1920 x 1080,144,NVIDIA,2.29,52.5 Wh,43990000,https://laptopaz.vn/laptop-hp-victus-15-fb3116ax-bx8u4pa-amd-ryzen-7-7445h-16gb-512gb-rtx-3050-15.6-inch-fhd-144hz-win-11.html,az,,
"Laptop Acer Gaming Nitro V 15 ProPanel ANV15-52-50VA NH.QUBSV.002 | Core 5 210H, 16GB, 512GB, RTX 3050 6GB, 15.6 inch FHD 180Hz, Win 11",acer,Intel,,,2.20,16,DDR5,5200,4000,15.6,1920 x 1080,180,NVIDIA,2.1,57 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-52-50va-nh.qubsv.002-core-5-210h-16gb-512gb-rtx-3050-6gb-15.6-inch-fhd-180hz-win-11.html,az,,
"Laptop MSI Katana 15 B13UDXK-2412VN | Core i5-13420H, 8GB, 1TB, RTX 3050 6GB, 15.6inch FHD 144Hz, Win 11",msi,Intel,i5-13420h,13,2.10,8,DDR5,5200,1000,15.6,1920 x 1080,144,NVIDIA,2.25,53.5 Wh,51990000,https://laptopaz.vn/laptop-msi-katana-15-b13udxk-2412vn-core-i5-13420h-8gb-1tb-rtx-3050-6gb-15.6inch-fhd-144hz-win-11.html,az,,
"Laptop Dell Pro 15 Essential PV15250 NKFV | Core 3 100U, 8GB, 512GB, 15.6 inch 120Hz FHD, Ubuntu",dell,Intel,,,4.70,8,DDR5,4400,2000,15.6,1920 x 1080,120,Intel,1.56,54 Wh,20390000,https://laptopaz.vn/laptop-dell-pro-essential-pv-15250-nkfv-core-3-100u-ssd-512gb-15.6-inch-120hz-fhd-no-os.html,az,,
"Lenovo Thinkbook 16 G7 ARP 21MW009QSA NKFV | AMD Ryzen 7 7735HS, 16GB, 512GB, AMD Radeon 680M, 16.0 inch WUXGA, None OS, Arctic Grey",lenovo,AMD,ryzen 7,7,,16,,,512,16.0,,,AMD,,,37990000,https://laptopaz.vn/lenovo-thinkbook-16-g7-arp-21mw009qsa-amd-ryzen-7-7735hs-16gb-512gb-amd-radeon-680m-16.0-inch-wuxga-none-os-arctic-grey.html,az,,
"Laptop Dell 14 DC14255 R7165W11SLU | AMD Ryzen 7 250, 16GB, 512GB, AMD Radeon, 14 inch FHD+ Office",dell,AMD,ryzen 7,7,5.1,16,DDR5,5600,512,14.0,1920 x 1200,60,AMD,1.56,54 Wh,24590000,https://laptopaz.vn/laptop-dell-14-dc14255-r7165w11slu-amd-ryzen-7-250-16gb-512gb-amd-radeon-14-inch-fhd-office.html,az,,
"Laptop Gaming OMEN 14-fb0135TX AY8V1PA | Intel Core Ultra 7 155H, 16GB, 1TB, RTX 4060 8GB, 14 inch 2.8K OLED 120Hz",,Intel,core ultra 7,7,1.4,16,LPDDR5,7467,1000,14,2880 x 1800,120,NVIDIA,1.63,71 Wh,53990000,https://laptopaz.vn/laptop-gaming-omen-14-fb0135tx-ay8v1pa-intel-core-ultra-7-155h-16gb-1tb-rtx-4060-8gb-14-inch-2.8k-oled-120hz.html,az,,
"[Like New] Lenovo Legion 5 15AHP10 83M0002XVN | Ryzen 7 260, 24GB, 512GB, RTX 5050 8GB, 15.1'' 2K+ OLED 165Hz",lenovo,AMD,ryzen 7,7,3.80,24,DDR5,5600,512,15.1,2560 x 1600,165,NVIDIA,1.9,80 Wh,36890000,https://laptopaz.vn/like-new-lenovo-legion-5-15ahp10-83m0002xvn-ryzen-7-260-24gb-512gb-rtx-5050-8gb-15.1-2k-oled-165hz.html,az,,
"Laptop Gaming HP Victus 15-fa2013dx NKFV | Core i5-13420H, 8GB, 512GB, RTX 3050 6GB, 15.6 inch FHD 144Hz",hp,Intel,i5-13420h,13,4.6,16,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,2.29,52.5 Wh,43990000,https://laptopaz.vn/laptop-gaming-hp-victus-15-fa2013-nkfv-core-i5-13420h-8gb-512gb-rtx-3050-6gb-15.6-inch-fhd-144hz.html,az,,
"Laptop Acer Gaming Nitro V 15 ProPanel ANV15-41-R0FE NH.QPFSV.005 | Ryzen 7-7735HS, 16GB, 512GB, RTX 3050, 15.6 inch FHD 180Hz",acer,AMD,ryzen 7,7,3.20,16,DDR5,4800,4000,15.6,1920 x 1080,180,NVIDIA,2.1,57 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r0fe-nh.qpfsv.005-ryzen-7-7735hs-16gb-512gb-rtx-3050-15.6-inch-fhd-180hz.html,az,,
"Laptop Acer Gaming Nitro V 15 ProPanel ANV15-41-R7CR NH.QPESV.003 | Ryzen 5-7535HS, 16GB, 512GB, RTX 4050, 15.6 inch FHD 180Hz",acer,AMD,ryzen 5,5,3.30,16,DDR5,4800,4000,15.6,1920 x 1080,180,NVIDIA,2.1,57 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r7cr-nh.qpesv.003-ryzen-5-7535hs-16gb-512gb-rtx-4050-15.6-inch-fhd-180hz.html,az,,
"Lenovo IdeaPad Slim 3 16IRH10 83K20004VN | Intel Core i7-13620H, 24GB, 512GB, Intel UHD, 16 inch WUXGA IPS",lenovo,Intel,i7-13620h,13,4.9,8,DDR5,,512,16,1920 x 1200,60,Intel,1.73,60 Wh,28990000,https://laptopaz.vn/lenovo-ideapad-slim-3-16irh10-83k20004vn-intel-core-i7-13620h-24gb-512gb-intel-uhd-16-inch-wuxga-ips-60hz.html,az,,
"Lenovo ThinkPad E16 Gen 3 21SR002JVA | Intel Core Ultra 5 225U, 16GB, 512GB, Intel Graphics, 16 inch WUXGA, No OS",lenovo,Intel,core ultra 5,5,4.8,16,DDR5,,512,16,1920 x 1200,60,Intel,1.63,48 Wh,29790000,https://laptopaz.vn/lenovo-thinkpad-e16-gen-3-21sr002jva-intel-core-ultra-5-225u-16gb-512gb-intel-graphics-16-inch-wuxga-no-os.html,az,,
"Laptop Acer Gaming Nitro V 16S AI ProPanel ANV16S-61-R7KQ NH.QXPSV.001 | Ryzen AI 5 340, 16GB, 512GB, RTX 5060 8GB, 16inch FHD 180Hz, Đen",acer,AMD,ryzen ai 5,5,2.00,16,DDR5,5600,4000,16,1920 x 1200,180,NVIDIA,2.1,76 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-v-16s-ai-propanel-anv16s-61-r7kq-nh.qxpsv.001-ryzen-ai-5-340-16gb-512gb-rtx-5060-8gb-16inch-fhd-180hz-den.html,az,,
"Laptop HP OmniBook 5 AI 16 af1046TU - BZ7Q8PA  | Intel Core Ultra 5 225U, 16GB, 512GB, Intel Graphic, 16 inch WUXGA, Cảm ứng, Office",hp,Intel,core ultra 5,5,1.50,16,LPDDR5,7467,512,16,1920 x 1200,,Intel,1.7,59 Wh,31790000,https://laptopaz.vn/laptop-hp-omnibook-5-ai-16-af1046tu-bz7q8pa-intel-core-ultra-5-225u-16gb-512gb-intel-graphic-16-inch-wuxga-cam-ung-office.html,az,,
"Laptop ASUS ROG Zephyrus G14 GA403WP-QS045WS | Ryzen AI 9 HX 370, 32GB, 1TB, RTX 5070, 14 inch 3K OLED 120Hz",asus,AMD,ryzen ai 9,9,2.00,32,LPDDR5,8000,1000,14.0,2880 x 1800,120,NVIDIA,1.5,73 Wh,62990000,https://laptopaz.vn/laptop-asus-rog-zephyrus-g14-ga403wp-qs045ws-ryzen-ai-9-hx-370-32gb-1tb-rtx-5070-14-inch-3k-oled-120hz.html,az,,
"Laptop ASUS ROG Strix G16 G614PH-S5101W | Ryzen 9-8940HX, 16GB, 512GB, RTX 5050 8GB, 16.0 inch WQXGA 240Hz",asus,AMD,ryzen 9,9,5.3,16,DDR5,5200,512,16.0,2560 x 1600,240,NVIDIA,2.5,90 Wh,62990000,https://laptopaz.vn/laptop-asus-rog-strix-g16-g614ph-s5101w-ryzen-9-8940hx-16gb-512gb-rtx-5050-8gb-16.0-inch-wqxga-240hz.html,az,,
"Laptop ASUS ExpertBook P1 P1503CVA-C5H16-63WS | Core 5 210H, 16GB, 512GB, Intel Graphics, 15.6 inch FHD, Office",asus,Intel,,,2.20,16,DDR5,5200,512,15.6,1920 x 1080,60,Intel,1.68,63 Wh,23990000,https://laptopaz.vn/laptop-asus-expertbook-p1-p1503cva-c5h16-63ws-core-5-210h-16gb-512gb-intel-graphics-15.6-inch-fhd-office.html,az,,
"Laptop Acer Gaming Nitro Lite 16 NL16-71G-71FN NH.D5ASV.003 | Core i7-13620H, 16GB, 512GB, RTX 4050 6GB, 16 inch FHD IPS 180Hz",acer,Intel,i7-13620h,13,2.40,16,DDR5,5200,2000,16,1920 x 1200,180,NVIDIA,1.95,53 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-lite-16-nl16-71g-71fn-nh.d5asv.003-core-i7-13620h-16gb-512gb-rtx-4050-6gb-16-inch-fhd-ips-180hz.html,az,,
"Laptop Acer Gaming Predator Helios Neo 16 AI PHN16-73-98S4 NH.QVQSV.002 | Ultra 9 275HX, 32GB, 1TB, RTX 5060 8GB, 16 icnh 2K+ 240Hz",acer,Intel,,9,5.40,32,DDR5,6400,1000,16,2560 x 1600,240,NVIDIA,2.7,90 Wh,64890000,https://laptopaz.vn/laptop-acer-gaming-predator-helios-neo-16-ai-phn16-73-98s4-nh.qvqsv.002-ultra-9-275hx-32gb-1tb-rtx-5060-8gb-16-icnh-2k-240hz.html,az,,
"Lenovo LOQ Essential 15IAX9E NKFV| Core i5-12450HX, 16GB, 512GB, RTX 3050 6GB, 15.6'' FHD 144Hz",lenovo,Intel,i5-12450hx,12,2.00,16,DDR5,4800,512,15.6,,144,NVIDIA,1.7,57 Wh,42990000,https://laptopaz.vn/lenovo-loq-essential-15iax9e-nkfv-core-i5-12450hx-16gb-512gb-rtx-3050-6gb-15.6-fhd-144hz.html,az,,
"Lenovo Xiaoxin 15c AHP10 2025 NKFV | Ryzen 7 8745HS, 16GB, 512GB, Radeon 780M, 15.1 icnh 2K+ OLED 165Hz",lenovo,AMD,ryzen 7,7,3.8,16,DDR5,5600,512,15.1,2560 x 1600,165,AMD,1.49,60 Wh,25590000,https://laptopaz.vn/lenovo-xiaoxin-15c-ahp10-2025-nkfv-ryzen-7-8745hs-16gb-512gb-radeon-780m-15.1-icnh-2k-oled-165hz.html,az,,
"Laptop ASUS Vivobook 14 M1405NAQ-LY011W | Ryzen 7 170, 16GB, 512GB, Radeon 680M Graphics 14.0 Inch WUXGA",asus,AMD,ryzen 7,7,4.75,16,DDR5,,512,14,1920 x 1200,60,AMD,1.6,42 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-14-m1405naq-ly011w-ryzen-7-170-16gb-512gb-radeon-680m-graphics-14.0-inch-wuxga.html,az,,
"Laptop ASUS Vivobook 14 M1405NAQ-LY010W | Ryzen 5 150, 16GB, 512GB, Radeon 660M Graphics 14.0 Inch WUXGA",asus,AMD,ryzen 5,5,4.55,16,DDR5,,512,14.0,,60,AMD,1.60,42 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-14-m1405naq-ly010w-ryzen-5-150-16gb-512gb-radeon-660m-graphics-14.0-inch-wuxga.html,az,,
"Laptop Dell Pro 14 PC14250 71076111 | Core 5 120U, 16GB, 1TB, Intel Graphics, 14 icnh FHD+",dell,Intel,,,1.4,16,DDR5,5200,1000,14.0,,60,Intel,1.36,45 Wh,23090000,https://laptopaz.vn/laptop-dell-pro-14-pc14250-71076111-core-5-120u-16gb-1tb-intel-graphics-14-icnh-fhd.html,az,,
"Laptop Dell Pro 14 Essential PV14250 PV14250-120U-16512W | Core 5 120U, 16GB, 512GB, Intel Graphics, 14 inch FHD+",dell,Intel,,,1.40,16,DDR5,5200,512,14,1920 x 1200,60,Intel,1.56,54 Wh,22490000,https://laptopaz.vn/laptop-dell-pro-14-essential-pv14250-pv14250-120u-16512w-core-5-120u-16gb-512gb-intel-graphics-14-inch-fhd.html,az,,
"Laptop Dell Pro 14 Essential PV14250 71084489 | Core 5 120U, 16GB, 1TB , Intel Graphics, 14 inch FHD+",dell,Intel,,,1.40,16,DDR5,5200,1000,14,1920 x 1200,60,Intel,1.56,54 Wh,23990000,https://laptopaz.vn/laptop-dell-pro-14-essential-pv14250-71084489-core-5-120u-16gb-1tb-intel-graphics-14-inch-fhd.html,az,,
"Laptop Lenovo ThinkPad E14 Gen 7 21SX002QVA | Ultra 5 225U, 16GB, 512GB, Intel Arc Graphics, 14inch WUXGA, No OS",lenovo,Intel,,5,1.50,16,DDR5,5600,512,14,1920 x 1200,60,Intel,1.34,48 Wh,29790000,https://laptopaz.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx002qva-ultra-5-225u-16gb-512gb-intel-arc-graphics-14inch-wuxga-no-os.html,az,,
"Laptop Lenovo Yoga Slim 7 14ILL10 83JX0081VN | Core Ultra 7 258V, 32GB, 1TB, Intel Arc Graphics 140V, 14inch 2.8K OLED Touch, Seashell",lenovo,Intel,core ultra 7,7,4.8,32,LPDDR5,,1000,14,2880 x 1800,120,Intel,1.19,70 Wh,40490000,https://laptopaz.vn/laptop-lenovo-yoga-slim-7-14ill10-83jx0081vn-core-ultra-7-258v-32gb-1tb-intel-arc-graphics-140v-14inch-2.8k-oled-touch-seashell.html,az,,
"Asus Vivibook X1404VAP-V14.C58256 NKFV | Core 5-120U, 8GB, 256GB, Intel UHD Graphics, 14 icnh FHD",asus,Intel,,,,8,DDR4,3200,256,,1920 x 1080,60,Intel,1.40,42 Wh,23990000,https://laptopaz.vn/asus-vivibook-x1404vap-v14.c58256-nkfv-core-5-120u-8gb-256gb-intel-uhd-graphics-14-icnh-fhd.html,az,,
"Laptop Lenovo ThinkPad  T14s Gen 6 21R10005VN | Ultra 5 225U, 16GB, 512GB, Intel Graphics, 14inch WUXGA, Win 11 Pro",lenovo,Intel,core ultra 5,5,4.8,16,LPDDR5,,512,14,1920 x 1200,60,Intel,1.24,58 Wh,39490000,https://laptopaz.vn/laptop-lenovo-thinkpad-14s-gen-6-21r10005vn-ultra-5-225u-16gb-512gb-intel-graphics-14inch-wuxga-win-11-pro.html,az,,
"Laptop Acer Aspire Lite 15 AL15-42P-R8E6 NX.D34SV.001 | Ryzen 5 7430U, 16GB, 512GB, AMD Radeon Graphics, 15.6 inch FHD, Office",acer,AMD,ryzen 5,5,2.30,16,DDR4,3200,2000,15.6,1920 x 1080,60,AMD,1.7,58 Wh,17290000,https://laptopaz.vn/laptop-acer-aspire-lite-15-al15-42p-r8e6-nx.d34sv.001-ryzen-5-7430u-16gb-512gb-amd-radeon-graphics-15.6-inch-fhd-office.html,az,,
"Acer Gaming Nitro V 16S ProPanel ANV16S-41-R337 NH.QZZSV.002 | Ryzen 7 260, 16GB, 1TB, RTX 5050 8GB, 16inch FHD 180Hz, Đen",acer,AMD,ryzen 7,7,5.1,16,DDR5,5600,1000,16,1920 x 1200,180,NVIDIA,2.1,76 Wh,52490000,https://laptopaz.vn/acer-gaming-nitro-v-16s-propanel-anv16s-41-r337-nh.qzzsv.002-ryzen-7-260-16gb-1tb-rtx-5050-8gb-16inch-fhd-180hz-den.html,az,,
"Laptop Acer Gaming Nitro V 16 AI ProPanel ANV16S-61-R9ZV NH.QXPSV.002 | Ryzen  AI 7 350, 32GB, 1TB, RTX 5060 8GB, 16inch 2K+ 180Hz, Đen",acer,AMD,ryzen  ai 7,7,2.00,32,DDR5,5600,1000,16,2560 x 1600,180,NVIDIA,2.1,76 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-v-16-ai-propanel-anv16s-61-r9zv-nh.qxpsv.002-ryzen-ai-7-350-32gb-1tb-rtx-5060-8gb-16inch-2k-180hz-den.html,az,,
"Acer Gaming Nitro V 15 ProPanel ANV15-52-74UM NH.QUBSV.003 | Core 7 240H, 16GB, 512GB, RTX 3050 6GB, 15.6 inch FHD IPS 180Hz",acer,Intel,,,1.80,16,DDR5,5600,4000,15.6,1920 x 1080,180,NVIDIA,2.1,57 Wh,52490000,https://laptopaz.vn/acer-gaming-nitro-v-15-propanel-anv15-52-74um-nh.qubsv.003-core-7-240h-16gb-512gb-rtx-3050-6gb-15.6-inch-fhd-ips-180hz.html,az,,
"Laptop ASUS ExpertBook P3 P3405CVA-NZ0077W | Core i7-13620H, 16GB, 512GB, Intel UHD, 14 inch, WQXGA 144Hz 100%sRGB",asus,Intel,i5-13420h,13,4.6,16,DDR5,,512,14.0,2560 x 1600,144,Intel,1.36,63 Wh,24590000,https://laptopaz.vn/laptop-asus-expertbook-p3-p3405cva-nz0077w-core-i7-13620h-16gb-512gb-intel-uhd-14-inch-wqxga-144hz-100srgb.html,az,,
"Laptop ASUS Vivobook S14 M3407KA-SF034WS | Ryzen AI 5 330, 16GB, 512GB, AMD Radeon Graphics, 14.0 inch FHD OLED, Office",asus,AMD,ryzen ai 5,5,2.0,16,DDR5,,512,14.0,1920 x 1200,60,AMD,1.40,70 Wh,24290000,https://laptopaz.vn/laptop-asus-vivobook-s14-m3407ka-sf034ws-ryzen-ai-5-330-16gb-512gb-amd-radeon-graphics-14.0-inch-fhd-oled-office.html,az,,
"Laptop ASUS Vivobook S14 M3407KA-SF032WS | Ryzen AI 7 350, 32GB, 512GB, AMD Radeon Graphics, 14.0 inch FHD OLED, Office",asus,AMD,ryzen ai 7,7,2.00,32,DDR5,,512,14,1920 x 1200,60,AMD,1.40,70 Wh,26990000,https://laptopaz.vn/laptop-asus-vivobook-s14-m3407ka-sf032ws-ryzen-ai-7-350-32gb-512gb-amd-radeon-graphics-14.0-inch-fhd-oled.html,az,,
"Laptop Asus Vivobook S16 S3607CA-SH082WS | Intel Core Ultra 5 255H, 16GB, 512GB, Intel Arc Graphics, 16.0 inch WUXGA OLED, Office",asus,Intel,core ultra 5,5,1.70,16,LPDDR5,7467,512,16.0,1920 x 1200,60,Intel,1.70,70 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-s16-s3607ca-sh082ws-intel-core-ultra-5-255h-16gb-512gb-intel-arc-graphics-16.0-inch-wuxga-oled-office.html,az,,
"Laptop Asus Vivobook S16 S3607CA-SH083WS | Intel Core Ultra 7 255H, 16GB, 512GB, Intel Arc Graphics, 16.0 inch WUXGA OLED, Office",asus,Intel,core ultra 7,7,2.00,16,LPDDR5,7467,512,16.0,1920 x 1200,60,Intel,1.70,70 Wh,26890000,https://laptopaz.vn/laptop-asus-vivobook-s16-s3607ca-sh083ws-intel-core-ultra-7-155h-16gb-512gb-intel-arc-graphics-16.0-inch-wuxga-oled-office.html,az,,
"Laptop Dell 16 DC16251 DC6C7557W1 | Core 7 150U, 16GB, 1TB,Nvidia GT 2GB MX570A, 16 inch FHD+, Office",dell,Intel,,,1.80,16,DDR5,5200,1000,16.0,1920 x 1200,60,NVIDIA,1.98,54 Wh,30990000,https://laptopaz.vn/laptop-dell-16-dc16251-dc6c7557w1-core-7-150u-16gb-1tbnvidia-gt-2gb-mx570a-16-inch-fhd-office.html,az,,
"Laptop Dell 14 DC14250 DC4C5386W | Core 5 120U, 16GB, 512GB, Intel Graphics , 14 inch FHD+, Office",dell,Intel,,,1.40,16,DDR5,5200,512,14.0,1920 x 1200,,Intel,1.56,54 Wh,20890000,https://laptopaz.vn/laptop-dell-14-dc14250-dc4c5386w-core-5-120u-16gb-512gb-intel-graphics-14-inch-fhd-office.html,az,,
"Laptop Dell 14 DC14255 DC4AI5278W1 | Ryzen  AI 5 330, 16GB, 512GB, AMD Radeon Graphics, 14 inch FHD+, Office",dell,AMD,ryzen  ai 5,5,2.0,16,DDR5,5600,512,14.0,1920 x 1200,60,AMD,1.56,54 Wh,21490000,https://laptopaz.vn/laptop-dell-14-dc14255-dc4ai5278w1-ryzen-ai-5-330-16gb-512gb-amd-radeon-graphics-14-inch-fhd-office.html,az,,
"Laptop Dell Pro 14 Plus PB14250-235U-16512W | Ultra 5 235U, 16GB, 512GB, Intel Graphics, 14 inch FHD+",dell,Intel,core ultra 5,5,4.9,16,DDR5,5600,512,14.0,,60,Intel,1.40,45 Wh,35990000,https://laptopaz.vn/laptop-dell-pro-14-plus-pb14250-235u-16512w-ultra-5-235u-16gb-512gb-intel-graphics-14-inch-fhd.html,az,,
"Laptop Dell Pro 13 Plus PB13250-236V-16512W | Ultra 5 236V, 16GB, 512GB, Intel Arc Graphics, 13.3 inch FHD+",dell,Intel,,5,2.1,16,LPDDR5,8533,512,13.3,1920 x 1200,,Intel,1.23,45 Wh,31790000,https://laptopaz.vn/laptop-dell-pro-13-plus-pb13250-236v-16512w-ultra-5-236v-16gb-512gb-intel-arc-graphics-13.3-inch-fhd.html,az,,
"Laptop ASUS ROG Strix G18 G815LR-S9270W | Core Ultra 9 275HX, 32GB, 1TB, RTX 5070TI 12GB, 18 inch WQXGA  240Hz",asus,Intel,core ultra 9,9,5.40,32,DDR5,,1000,18,2560 x 1600,240,NVIDIA,3.2,90 Wh,69990000,https://laptopaz.vn/laptop-asus-rog-strix-g18-g815lr-s9270w-core-ultra-9-275hx-32gb-1tb-rtx-5070ti-12gb-18-inch-wqxga-240hz.html,az,,
"Lenovo IdeaPad Slim 3 15IRH10 83K1000JVN | Intel Core i7-13620H, 16GB, 512GB, Intel UHD, 15.3 inch WUXGA",lenovo,Intel,i7-13620h,13,4.9,8,DDR5,,512,15.3,1920 x 1200,60,Intel,,60 Wh,28990000,https://laptopaz.vn/lenovo-ideapad-slim-3-15irh10-83k1000jvn-intel-core-i7-13620h-16gb-512gb-intel-uhd-15.3-inch-wuxga.html,az,,
"Laptop Lenovo ThinkPad E14 Gen 7 21SX002RVA | Ultra 5 225U, 16GB, 1TB, Intel Arc Graphics, 14inch WUXGA, No OS",lenovo,Intel,core ultra 5,5,4.8,16,DDR5,,1000,14,1920 x 1200,60,Intel,1.34,48 Wh,29790000,https://laptopaz.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx002rva-ultra-5-225u-16gb-1tb-intel-arc-graphics-14inch-wuxga-no-os.html,az,,
"Asus ROG Zephyrus GA403WM-QS051WS | Ryzen AI 9 HX 370, 32GB, 1TB, RTX 5060, 14'' 3K OLED 120Hz",asus,AMD,ryzen ai 9,9,5.1,32,LPDDR5,8000,1000,14.0,2880 x 1800,120,NVIDIA,1.57,73 Wh,62990000,https://laptopaz.vn/asus-rog-zephyrus-ga403wm-qs051ws-ryzen-ai-9-hx-370-32gb-1tb-rtx-5060-14-3k-oled-120hz.html,az,,
"Lenovo Yoga 7 Pro 14IAH10 83KF002BVN| Ultra 9 285H, 32GB, 1TB, Intel Arc Graphics 140T, 14.5inch 3K OLED 120Hz, Touch",lenovo,Intel,core ultra 9,9,5.4,32,LPDDR5,,1000,14.5,3000 x 1876,120,Intel,1.54,84 Wh,40490000,https://laptopaz.vn/lenovo-yoga-7-pro-14iah10-83kf002bvn-ultra-9-285h-32gb-1tb-intel-arc-graphics-140t-14.5inch-3k-oled-120hz-touch.html,az,,
